date,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,測站最高氣壓(hPa)StnPresMax,測站最高氣壓時間(LST)StnPresMaxTime,測站最低氣壓(hPa)StnPresMin,測站最低氣壓時間(LST)StnPresMinTime,Temperature,最高氣溫(℃)T Max,最高氣溫時間(LST)T Max Time,最低氣溫(℃)T Min,最低氣溫時間(LST)T Min Time,露點溫度(℃)Td dew point,相對溼度(%)RH,最小相對溼度(%)RHMin,最小相對溼度時間(LST)RHMinTime,風速(m/s)WS,風向(最多風向)(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,最大陣風風速時間(LST)WGustTime,降水量(mm)Precp,降水時數(hr)PrecpHour,10分鐘最大降水量(mm)PrecpMax10,10分鐘最大降水起始時間(LST)PrecpMax10Time,一小時最大降水量(mm)PrecpHrMax,一小時最大降水量起始時間(LST)PrecpHrMaxTime,日照時數(hr)SunShine,日照率(%)SunShineRate,全天空日射量(MJ/㎡)GloblRad,能見度(km)VisbMean,A型蒸發量(mm)EvapA
2014-04-14,1011.3,1014.4,1013.8,2014-04-14 22:29,1009.4,2014-04-14 15:01,25.2,30.5,2014-04-14 13:42,21.8,2014-04-14 23:50,19.3,70,57,2014-04-14 13:21,3.5,40.0,10.1,40.0,2014-04-14 15:25,0.0,0.0,0.0,,0.0,,7.5,59.5,23.33,4.5,
2014-04-15,1012.2,1015.3,1013.7,2014-04-15 09:35,1010.7,2014-04-15 15:45,23.4,27.5,2014-04-15 13:52,19.6,2014-04-15 05:14,17.4,69,62,2014-04-15 11:58,2.9,60.0,7.9,230.0,2014-04-15 13:45,0.0,0.0,0.0,,0.0,,5.0,39.6,19.21,4.4,
2014-04-16,1010.6,1013.7,1012.7,2014-04-16 08:42,1008.4,2014-04-16 16:08,25.0,30.1,2014-04-16 12:58,21.9,2014-04-16 05:17,19.2,71,49,2014-04-16 12:33,2.9,60.0,7.7,280.0,2014-04-16 14:15,0.0,0.0,0.0,,0.0,,6.2,49.0,22.28,6.4,
2014-04-17,1009.5,1012.6,1010.7,2014-04-17 21:44,1007.9,2014-04-17 16:15,26.3,29.5,2014-04-17 10:36,23.7,2014-04-17 03:29,20.3,70,51,2014-04-17 15:53,2.5,220.0,8.2,230.0,2014-04-17 13:08,0.0,0.0,0.0,,0.0,,9.7,76.6,24.13,10.5,
2014-04-18,1010.1,1013.2,1011.5,2014-04-18 08:53,1008.8,2014-04-18 03:30,26.5,29.1,2014-04-18 10:16,24.9,2014-04-18 04:07,21.5,74,59,2014-04-18 10:16,2.1,260.0,9.9,210.0,2014-04-18 15:12,0.0,0.0,0.0,,0.0,,2.3,18.1,16.11,11.1,
2014-04-19,1009.2,1012.3,1011.3,2014-04-19 08:22,1007.6,2014-04-19 15:13,25.9,29.4,2014-04-19 14:02,23.7,2014-04-19 08:23,21.7,78,65,2014-04-19 14:02,1.6,290.0,6.5,280.0,2014-04-19 15:52,0.5,1.4,0.4,2014-04-19 08:22,0.5,2014-04-19 07:50,3.2,25.2,14.45,7.8,
2014-04-20,1008.9,1012.0,1010.3,2014-04-20 08:44,1007.0,2014-04-20 15:59,26.4,29.2,2014-04-20 14:06,24.6,2014-04-20 23:53,21.6,75,64,2014-04-20 11:50,2.0,50.0,8.0,330.0,2014-04-20 14:33,0.0,0.0,0.0,,0.0,,1.1,8.6,13.02,9.4,
2014-04-21,1009.7,1012.8,1011.2,2014-04-21 09:01,1008.2,2014-04-21 16:40,26.6,32.1,2014-04-21 11:39,23.6,2014-04-21 05:33,21.3,73,55,2014-04-21 11:37,2.6,50.0,8.4,330.0,2014-04-21 13:34,0.0,0.0,0.0,,0.0,,7.3,57.3,21.37,3.5,
2014-04-22,1009.6,1012.7,1011.0,2014-04-22 08:24,1007.4,2014-04-22 15:48,26.7,31.6,2014-04-22 11:55,23.1,2014-04-22 23:37,21.2,72,59,2014-04-22 11:53,4.0,40.0,12.4,330.0,2014-04-22 13:17,0.0,0.0,0.0,,0.0,,6.8,53.2,20.93,4.6,
2014-04-23,1009.7,1012.8,1011.1,2014-04-23 08:21,1007.7,2014-04-23 15:50,25.4,30.5,2014-04-23 12:01,21.2,2014-04-23 05:36,19.5,70,58,2014-04-23 11:47,2.8,30.0,8.7,40.0,2014-04-23 00:34,0.0,0.0,0.0,,0.0,,5.9,46.1,19.86,4.8,
2014-04-24,1009.2,1012.3,1010.6,2014-04-24 07:53,1007.3,2014-04-24 15:13,26.6,31.6,2014-04-24 12:56,22.7,2014-04-24 05:29,20.7,70,58,2014-04-24 11:31,2.5,50.0,7.3,310.0,2014-04-24 13:46,0.0,0.0,0.0,,0.0,,5.9,46.1,19.40,5.9,
2014-04-25,1009.4,1012.5,1011.4,2014-04-25 09:17,1007.6,2014-04-25 15:05,26.7,32.2,2014-04-25 13:28,23.8,2014-04-25 05:42,21.6,74,55,2014-04-25 13:01,3.1,40.0,9.5,330.0,2014-04-25 14:27,0.0,0.0,0.0,,0.0,,7.4,57.7,21.69,5.7,
2014-04-26,1009.7,1012.8,1011.4,2014-04-26 22:22,1008.7,2014-04-26 03:04,27.0,31.0,2014-04-26 12:26,24.1,2014-04-26 04:38,22.1,75,60,2014-04-26 12:20,2.7,330.0,9.3,320.0,2014-04-26 13:18,0.0,0.0,0.0,,0.0,,2.5,19.5,18.61,4.8,
2014-04-27,1009.2,1012.2,1010.9,2014-04-27 08:53,1007.0,2014-04-27 16:21,27.3,31.8,2014-04-27 13:16,24.7,2014-04-27 05:37,22.0,73,55,2014-04-27 14:49,2.9,20.0,9.9,350.0,2014-04-27 15:55,0.0,0.0,0.0,,0.0,,10.8,83.9,25.87,4.6,
2014-04-28,1009.0,1012.1,1010.6,2014-04-28 22:14,1007.4,2014-04-28 16:15,26.6,31.3,2014-04-28 13:01,23.5,2014-04-28 05:29,20.4,70,51,2014-04-28 13:46,3.4,50.0,10.1,50.0,2014-04-28 04:21,0.0,0.0,0.0,,0.0,,5.1,39.6,21.97,4.8,
2014-04-29,1009.5,1012.6,1010.8,2014-04-29 09:14,1008.0,2014-04-29 16:27,26.3,30.8,2014-04-29 12:08,22.6,2014-04-29 04:05,18.1,62,39,2014-04-29 15:36,2.5,50.0,8.3,350.0,2014-04-29 15:11,0.0,0.0,0.0,,0.0,,9.2,71.3,25.81,5.3,
2014-04-30,1009.1,1012.2,1010.8,2014-04-30 22:06,1008.0,2014-04-30 05:11,25.2,29.0,2014-04-30 11:53,22.8,2014-04-30 23:56,18.7,67,56,2014-04-30 11:53,2.4,60.0,7.9,50.0,2014-04-30 22:08,0.0,0.0,0.0,,0.0,,0.4,3.1,11.89,4.5,
2014-05-01,1010.7,1013.8,1013.0,2014-05-01 22:47,1008.7,2014-05-01 02:41,23.0,25.2,2014-05-01 10:57,21.7,2014-05-01 06:17,19.8,82,66,2014-05-01 00:39,2.3,60.0,7.2,50.0,2014-05-01 01:29,1.0,4.8,0.4,2014-05-01 13:22,0.5,2014-05-01 13:20,0.0,0.0,4.92,3.1,
2014-05-02,1012.1,1015.2,1013.6,2014-05-02 22:22,1010.4,2014-05-02 03:26,24.4,28.2,2014-05-02 12:39,22.0,2014-05-02 06:05,21.2,83,66,2014-05-02 13:56,2.5,40.0,8.6,350.0,2014-05-02 16:11,0.0,0.0,0.0,,0.0,,0.0,0.0,8.59,2.6,
2014-05-03,1011.7,1014.8,1013.1,2014-05-03 00:01,1009.8,2014-05-03 16:30,26.4,30.6,2014-05-03 12:28,23.8,2014-05-03 23:50,21.9,77,57,2014-05-03 12:28,2.2,40.0,8.9,340.0,2014-05-03 13:12,1.0,0.3,1.0,2014-05-03 23:11,1.0,2014-05-03 23:11,3.9,30.0,20.65,4.8,
2014-05-04,1009.8,1012.9,1012.4,2014-05-04 00:01,1007.9,2014-05-04 14:40,26.2,30.2,2014-05-04 13:44,23.4,2014-05-04 03:22,21.4,75,60,2014-05-04 13:17,1.7,260.0,6.4,270.0,2014-05-04 14:27,0.5,0.5,0.3,2014-05-04 04:10,0.5,2014-05-04 04:10,2.5,19.2,18.32,5.4,
2014-05-05,1010.1,1013.3,1013.2,2014-05-05 21:41,1007.4,2014-05-05 03:05,24.0,27.5,2014-05-05 13:28,20.9,2014-05-05 22:40,19.8,78,68,2014-05-05 14:20,3.8,40.0,14.0,10.0,2014-05-05 04:54,28.0,3.0,7.5,2014-05-05 05:41,20.0,2014-05-05 05:11,2.2,16.9,16.16,8.3,
2014-05-06,1012.9,1016.1,1014.5,2014-05-06 09:39,1011.5,2014-05-06 16:38,19.7,21.1,2014-05-06 15:18,18.3,2014-05-06 06:11,17.5,87,76,2014-05-06 00:01,3.0,50.0,8.3,80.0,2014-05-06 17:03,2.0,4.2,0.5,2014-05-06 07:23,0.8,2014-05-06 06:40,0.0,0.0,5.58,4.1,
2014-05-07,1010.7,1013.8,1012.5,2014-05-07 00:01,1009.1,2014-05-07 23:55,22.8,27.4,2014-05-07 10:53,19.9,2014-05-07 00:01,20.1,85,71,2014-05-07 10:38,2.7,50.0,11.0,30.0,2014-05-07 15:00,0.0,0.0,0.0,,0.0,,0.5,3.8,12.48,3.2,
2014-05-08,1008.9,1012.0,1010.7,2014-05-08 08:37,1007.2,2014-05-08 16:33,25.3,30.4,2014-05-08 12:47,21.5,2014-05-08 03:00,20.4,76,55,2014-05-08 15:05,2.9,40.0,9.5,70.0,2014-05-08 08:30,0.0,0.0,0.0,,0.0,,6.7,51.2,23.44,7.6,
2014-05-09,1008.3,1011.4,1010.2,2014-05-09 23:00,1006.2,2014-05-09 16:27,23.9,25.0,2014-05-09 02:12,22.2,2014-05-09 23:51,21.4,86,71,2014-05-09 19:43,2.6,60.0,14.8,150.0,2014-05-09 18:16,33.0,11.6,3.0,2014-05-09 23:44,8.5,2014-05-09 14:24,0.0,0.0,1.06,6.2,
2014-05-10,1008.1,1011.2,1010.2,2014-05-10 00:08,1006.4,2014-05-10 16:28,25.8,30.0,2014-05-10 13:25,22.0,2014-05-10 01:48,20.6,74,57,2014-05-10 17:55,1.6,150.0,8.3,170.0,2014-05-10 03:25,2.0,0.5,1.0,2014-05-10 00:08,2.0,2014-05-10 00:01,1.2,9.2,12.87,16.4,
2014-05-11,1008.0,1011.1,1009.4,2014-05-11 10:30,1006.3,2014-05-11 15:51,28.9,32.6,2014-05-11 12:10,25.5,2014-05-11 03:32,22.3,68,58,2014-05-11 13:19,3.7,210.0,10.8,200.0,2014-05-11 12:16,0.0,0.0,0.0,,0.0,,7.0,53.3,24.03,20.3,
2014-05-12,1008.4,1011.5,1009.7,2014-05-12 08:26,1007.1,2014-05-12 04:09,27.9,33.0,2014-05-12 11:24,24.7,2014-05-12 17:11,23.4,77,58,2014-05-12 11:20,2.9,180.0,11.4,260.0,2014-05-12 15:49,12.5,1.0,8.0,2014-05-12 16:04,11.5,2014-05-12 15:37,5.9,44.9,19.70,12.6,
2014-05-13,1006.9,1010.0,1008.4,2014-05-13 08:51,1005.2,2014-05-13 18:15,27.4,31.1,2014-05-13 09:56,25.6,2014-05-13 15:39,24.0,82,71,2014-05-13 10:50,2.1,170.0,11.0,230.0,2014-05-13 10:43,4.5,2.6,1.5,2014-05-13 15:12,2.5,2014-05-13 13:20,3.0,22.8,15.26,12.6,
2014-05-14,1005.2,1008.2,1006.5,2014-05-14 08:08,1003.3,2014-05-14 17:29,28.5,31.8,2014-05-14 11:35,25.5,2014-05-14 05:01,24.1,77,64,2014-05-14 11:26,3.1,180.0,9.2,230.0,2014-05-14 14:28,0.0,0.0,0.0,,0.0,,8.6,65.3,23.76,11.4,
2014-05-15,1004.7,1007.8,1005.9,2014-05-15 22:32,1003.3,2014-05-15 04:20,28.7,32.1,2014-05-15 11:13,27.2,2014-05-15 04:37,25.0,81,64,2014-05-15 10:20,2.5,220.0,8.7,210.0,2014-05-15 14:00,2.5,1.4,1.0,2014-05-15 11:42,1.0,2014-05-15 11:42,5.2,39.4,18.97,15.9,
2014-05-16,1007.1,1010.2,1009.2,2014-05-16 22:47,1005.0,2014-05-16 01:38,28.7,31.2,2014-05-16 11:29,26.7,2014-05-16 06:57,25.6,84,73,2014-05-16 15:17,1.7,270.0,8.0,280.0,2014-05-16 13:01,1.0,0.9,0.5,2014-05-16 05:56,0.5,2014-05-16 05:45,6.1,46.2,21.50,15.3,
2014-05-17,1007.6,1010.7,1009.6,2014-05-17 08:27,1005.6,2014-05-17 16:24,29.1,32.9,2014-05-17 11:52,26.4,2014-05-17 02:59,24.4,76,59,2014-05-17 11:55,1.6,280.0,7.9,280.0,2014-05-17 13:44,0.0,0.0,0.0,,0.0,,10.6,80.1,26.77,12.9,
2014-05-18,1007.8,1010.9,1009.0,2014-05-18 08:50,1006.6,2014-05-18 16:10,28.5,31.0,2014-05-18 10:47,27.0,2014-05-18 14:35,24.5,79,68,2014-05-18 10:58,1.6,160.0,6.7,260.0,2014-05-18 11:46,2.5,0.5,2.5,2014-05-18 14:08,2.5,2014-05-18 14:08,1.5,11.3,13.82,13.9,
2014-05-19,1007.4,1010.5,1009.1,2014-05-19 09:40,1005.7,2014-05-19 19:48,28.1,30.9,2014-05-19 09:10,26.7,2014-05-19 05:03,24.2,80,71,2014-05-19 11:59,1.8,130.0,7.4,200.0,2014-05-19 10:42,1.0,1.1,0.5,2014-05-19 09:36,1.0,2014-05-19 09:30,1.8,13.6,14.53,17.5,
2014-05-20,1006.0,1009.1,1007.2,2014-05-20 09:47,1004.5,2014-05-20 15:54,27.7,30.4,2014-05-20 08:58,25.6,2014-05-20 09:59,24.3,82,72,2014-05-20 07:22,2.3,140.0,10.9,220.0,2014-05-20 10:54,14.5,0.8,9.5,2014-05-20 10:54,10.0,2014-05-20 10:54,2.9,21.9,14.94,12.3,
2014-05-21,1006.2,1009.3,1007.7,2014-05-21 10:05,1004.9,2014-05-21 02:27,26.5,29.5,2014-05-21 08:19,24.0,2014-05-21 11:22,24.0,87,72,2014-05-21 14:48,2.3,160.0,8.0,220.0,2014-05-21 15:11,28.0,7.6,4.0,2014-05-21 10:56,13.5,2014-05-21 10:22,1.4,10.5,9.47,11.9,
2014-05-22,1006.1,1009.1,1007.8,2014-05-22 22:45,1005.0,2014-05-22 03:52,28.9,33.3,2014-05-22 14:07,24.7,2014-05-22 05:27,23.4,73,55,2014-05-22 13:03,3.1,170.0,10.3,230.0,2014-05-22 10:09,0.0,0.0,0.0,,0.0,,8.9,66.9,26.12,11.9,
2014-05-23,1008.4,1011.5,1010.2,2014-05-23 21:44,1006.6,2014-05-23 01:33,27.6,31.0,2014-05-23 10:45,25.9,2014-05-23 15:51,23.8,80,67,2014-05-23 08:58,1.5,30.0,5.3,70.0,2014-05-23 17:38,3.0,4.0,0.5,2014-05-23 15:30,2.0,2014-05-23 15:01,0.1,0.8,6.51,10.0,
2014-05-24,1009.9,1012.9,1011.2,2014-05-24 22:54,1008.5,2014-05-24 14:05,29.3,33.8,2014-05-24 12:31,25.7,2014-05-24 05:28,23.4,72,50,2014-05-24 12:31,1.6,30.0,7.5,290.0,2014-05-24 13:16,0.0,0.0,0.0,,0.0,,8.5,63.8,27.83,10.4,
2014-05-25,1009.3,1012.3,1010.4,2014-05-25 00:01,1007.9,2014-05-25 16:15,29.4,33.2,2014-05-25 12:47,26.3,2014-05-25 04:05,23.9,73,56,2014-05-25 11:49,1.8,190.0,7.8,250.0,2014-05-25 14:47,0.0,0.0,0.0,,0.0,,9.0,67.5,27.28,9.6,
2014-05-26,1007.4,1010.5,1009.2,2014-05-26 08:36,1005.7,2014-05-26 16:02,29.5,32.9,2014-05-26 11:39,27.0,2014-05-26 03:37,24.6,75,61,2014-05-26 14:03,2.4,230.0,8.2,290.0,2014-05-26 12:59,0.0,0.0,0.0,,0.0,,10.7,80.2,27.81,19.0,
2014-05-27,1005.2,1008.2,1006.9,2014-05-27 08:54,1003.1,2014-05-27 17:45,29.0,33.5,2014-05-27 13:59,26.1,2014-05-27 05:55,24.9,79,60,2014-05-27 13:32,1.8,260.0,6.5,270.0,2014-05-27 15:00,5.0,1.4,4.0,2014-05-27 04:41,5.0,2014-05-27 03:58,6.7,50.2,20.83,12.1,
2014-05-28,1005.0,1008.1,1006.8,2014-05-28 09:21,1003.1,2014-05-28 16:15,28.5,31.8,2014-05-28 14:05,25.7,2014-05-28 09:42,25.9,86,74,2014-05-28 13:42,1.7,270.0,6.8,90.0,2014-05-28 09:34,39.5,3.0,13.0,2014-05-28 09:28,30.0,2014-05-28 08:40,5.0,37.4,16.85,7.1,
2014-05-29,1005.5,1008.6,1007.2,2014-05-29 22:05,1004.1,2014-05-29 03:55,29.2,32.3,2014-05-29 14:51,27.0,2014-05-29 03:54,25.6,81,69,2014-05-29 10:42,1.9,260.0,8.4,270.0,2014-05-29 15:09,0.0,0.0,0.0,,0.0,,6.3,47.1,22.75,7.3,
2014-05-30,1005.9,1009.0,1007.2,2014-05-30 12:22,1004.9,2014-05-30 17:03,29.2,31.7,2014-05-30 09:53,26.8,2014-05-30 05:08,24.6,77,64,2014-05-30 09:53,1.7,310.0,7.7,280.0,2014-05-30 12:19,0.0,0.0,0.0,,0.0,,3.9,29.1,16.67,12.3,
2014-05-31,1006.4,1009.4,1007.5,2014-05-31 08:39,1004.7,2014-05-31 16:52,29.8,33.3,2014-05-31 12:05,26.8,2014-05-31 04:23,24.7,75,59,2014-05-31 11:13,2.3,320.0,7.8,300.0,2014-05-31 16:17,0.0,0.0,0.0,,0.0,,11.8,88.1,31.19,14.3,
2014-06-01,1005.4,1008.4,1007.2,2014-06-01 09:05,1003.4,2014-06-01 19:28,29.9,33.9,2014-06-01 12:59,27.2,2014-06-01 05:59,24.4,73,52,2014-06-01 12:58,2.1,320.0,7.2,330.0,2014-06-01 16:04,0.0,0.0,0.0,,0.0,,9.7,72.3,26.19,10.3,
2014-06-02,1003.6,1006.6,1005.2,2014-06-02 07:02,1001.5,2014-06-02 16:26,30.1,34.1,2014-06-02 12:01,27.4,2014-06-02 04:30,25.0,74,57,2014-06-02 10:48,1.9,250.0,7.7,270.0,2014-06-02 13:13,0.0,0.0,0.0,,0.0,,8.2,61.1,26.82,13.8,
2014-06-03,1001.8,1004.9,1002.9,2014-06-03 22:11,1001.0,2014-06-03 13:04,28.0,30.1,2014-06-03 09:39,25.6,2014-06-03 17:40,24.9,83,76,2014-06-03 21:28,2.7,140.0,13.2,320.0,2014-06-03 12:12,6.5,2.8,3.0,2014-06-03 11:15,4.5,2014-06-03 10:30,0.0,0.0,4.60,15.3,
2014-06-04,1001.9,1004.9,1003.1,2014-06-04 09:22,1000.7,2014-06-04 16:50,28.6,32.0,2014-06-04 13:13,26.7,2014-06-04 02:38,24.3,78,65,2014-06-04 13:00,1.8,260.0,7.4,360.0,2014-06-04 09:09,0.5,0.2,0.5,2014-06-04 07:54,0.5,2014-06-04 07:54,6.2,46.1,19.71,10.0,
2014-06-05,1002.2,1005.3,1003.8,2014-06-05 22:35,1000.8,2014-06-05 02:43,28.2,30.3,2014-06-05 15:44,25.2,2014-06-05 10:41,25.0,83,72,2014-06-05 17:52,1.3,170.0,7.6,230.0,2014-06-05 10:03,34.5,3.3,7.0,2014-06-05 09:39,21.0,2014-06-05 09:18,2.1,15.6,10.63,14.0,
2014-06-06,1002.0,1005.0,1003.6,2014-06-06 06:45,1000.5,2014-06-06 16:02,28.8,33.9,2014-06-06 13:50,24.6,2014-06-06 07:37,24.3,78,57,2014-06-06 14:21,1.9,270.0,9.0,10.0,2014-06-06 05:59,26.5,1.1,12.0,2014-06-06 06:02,26.5,2014-06-06 05:50,4.2,31.2,18.80,12.1,
2014-06-07,1000.9,1004.0,1002.2,2014-06-07 02:24,999.7,2014-06-07 15:20,27.9,32.5,2014-06-07 10:29,25.9,2014-06-07 14:56,23.9,80,60,2014-06-07 08:48,2.6,140.0,9.2,220.0,2014-06-07 14:20,3.5,5.1,0.5,2014-06-07 14:32,2.0,2014-06-07 22:06,2.5,18.6,15.09,13.8,
2014-06-08,999.2,1002.3,1000.8,2014-06-08 08:14,997.3,2014-06-08 14:42,27.8,32.8,2014-06-08 14:53,26.1,2014-06-08 00:07,24.4,82,64,2014-06-08 14:44,2.5,170.0,11.1,210.0,2014-06-08 16:18,1.5,0.9,1.0,2014-06-08 09:11,1.5,2014-06-08 09:10,1.5,11.1,14.92,13.0,
2014-06-09,997.8,1000.8,999.0,2014-06-09 10:52,996.4,2014-06-09 16:40,28.4,30.9,2014-06-09 17:04,26.4,2014-06-09 04:56,25.0,82,72,2014-06-09 09:57,2.3,20.0,8.7,10.0,2014-06-09 15:09,0.1,0.1,0.1,2014-06-09 10:22,0.1,2014-06-09 10:22,0.6,4.5,12.27,8.6,
2014-06-10,996.7,999.7,998.4,2014-06-10 23:25,995.2,2014-06-10 15:06,28.3,32.7,2014-06-10 13:10,26.2,2014-06-10 03:03,24.8,82,68,2014-06-10 13:01,3.2,20.0,11.9,340.0,2014-06-10 15:21,0.0,0.0,0.0,,0.0,,3.1,23.0,16.84,7.3,
2014-06-11,997.6,1000.6,999.3,2014-06-11 22:37,996.1,2014-06-11 15:13,27.8,31.9,2014-06-11 13:11,25.8,2014-06-11 05:33,24.5,82,71,2014-06-11 13:09,2.9,20.0,8.7,30.0,2014-06-11 17:50,3.0,0.6,2.0,2014-06-11 15:51,3.0,2014-06-11 15:26,1.4,10.4,13.43,6.8,
2014-06-12,998.7,1001.7,1000.7,2014-06-12 22:33,997.7,2014-06-12 03:24,28.5,33.0,2014-06-12 11:54,25.3,2014-06-12 05:08,24.4,79,61,2014-06-12 13:05,1.7,10.0,6.2,340.0,2014-06-12 12:24,T,0.4,-9.8,2014-06-12 15:07,-9.8,2014-06-12 15:07,6.1,45.2,20.37,5.8,
2014-06-13,1000.9,1004.0,1002.8,2014-06-13 22:49,999.5,2014-06-13 01:47,27.7,31.6,2014-06-13 10:13,25.7,2014-06-13 17:12,23.9,80,66,2014-06-13 10:13,1.9,30.0,9.1,40.0,2014-06-13 16:46,6.5,3.7,1.5,2014-06-13 15:18,3.5,2014-06-13 14:40,0.8,5.9,10.33,8.9,
2014-06-14,1002.2,1005.3,1004.1,2014-06-14 22:25,1000.6,2014-06-14 17:24,27.2,29.7,2014-06-14 12:05,25.5,2014-06-14 05:40,25.1,89,75,2014-06-14 12:26,2.3,20.0,8.7,10.0,2014-06-14 11:35,13.5,14.0,2.5,2014-06-14 23:32,4.0,2014-06-14 23:20,0.0,0.0,10.01,4.5,
2014-06-15,1002.4,1005.4,1004.0,2014-06-15 22:09,1000.7,2014-06-15 04:22,27.9,30.2,2014-06-15 16:18,25.7,2014-06-15 00:02,25.7,88,76,2014-06-15 17:28,4.1,160.0,12.4,150.0,2014-06-15 08:28,5.5,3.5,2.0,2014-06-15 08:20,2.0,2014-06-15 08:20,1.1,8.2,12.39,6.8,
2014-06-16,1002.9,1005.9,1004.1,2014-06-16 23:01,1001.6,2014-06-16 17:10,29.1,31.9,2014-06-16 13:18,27.0,2014-06-16 02:04,25.6,82,71,2014-06-16 10:18,4.8,170.0,13.0,190.0,2014-06-16 10:47,2.0,0.3,2.0,2014-06-16 23:32,2.0,2014-06-16 23:32,8.0,59.3,23.25,9.8,
2014-06-17,1004.4,1007.5,1006.1,2014-06-17 23:03,1003.1,2014-06-17 17:55,29.4,32.1,2014-06-17 11:59,27.2,2014-06-17 00:47,26.3,83,71,2014-06-17 10:34,3.0,220.0,8.6,210.0,2014-06-17 12:06,1.0,0.8,0.5,2014-06-17 00:19,0.5,2014-06-17 00:19,8.2,60.7,23.66,11.6,
2014-06-18,1004.1,1007.2,1005.9,2014-06-18 00:04,1002.7,2014-06-18 17:46,29.6,32.8,2014-06-18 12:53,27.5,2014-06-18 05:28,25.9,81,61,2014-06-18 15:07,2.8,230.0,8.1,180.0,2014-06-18 13:34,0.0,0.0,0.0,,0.0,,10.3,76.3,26.48,15.6,
2014-06-19,1003.0,1006.0,1004.2,2014-06-19 00:01,1001.2,2014-06-19 16:20,29.5,33.1,2014-06-19 12:20,27.7,2014-06-19 03:48,25.8,81,64,2014-06-19 12:36,3.0,200.0,9.7,220.0,2014-06-19 13:57,0.0,0.0,0.0,,0.0,,8.5,62.9,23.55,19.0,
2014-06-20,1002.9,1005.9,1004.0,2014-06-20 21:44,1002.0,2014-06-20 16:17,29.9,32.7,2014-06-20 14:19,27.9,2014-06-20 05:36,25.8,79,65,2014-06-20 14:13,3.5,190.0,11.0,260.0,2014-06-20 09:46,0.0,0.0,0.0,,0.0,,11.2,82.9,27.80,19.4,
2014-06-21,1003.6,1006.6,1005.3,2014-06-21 23:39,1002.1,2014-06-21 14:50,30.0,32.8,2014-06-21 13:26,28.4,2014-06-21 04:27,25.2,76,64,2014-06-21 14:09,5.5,180.0,14.0,210.0,2014-06-21 15:21,0.0,0.0,0.0,,0.0,,9.3,68.9,25.43,21.9,
2014-06-22,1004.5,1007.5,1005.4,2014-06-22 09:35,1003.4,2014-06-22 15:47,29.9,32.9,2014-06-22 12:40,27.8,2014-06-22 03:01,25.2,76,65,2014-06-22 11:01,4.7,170.0,12.5,210.0,2014-06-22 09:37,T,0.2,-9.8,2014-06-22 13:33,-9.8,2014-06-22 13:30,8.4,62.2,25.03,14.8,
2014-06-23,1004.1,1007.2,1005.3,2014-06-23 22:56,1002.3,2014-06-23 16:27,30.0,33.1,2014-06-23 12:59,27.9,2014-06-23 06:02,25.2,76,61,2014-06-23 16:11,4.3,200.0,11.3,180.0,2014-06-23 10:49,0.1,0.2,0.1,2014-06-23 06:01,0.1,2014-06-23 05:54,10.1,74.8,27.70,17.8,
2014-06-24,1004.3,1007.4,1006.0,2014-06-24 22:30,1002.6,2014-06-24 15:59,29.4,32.9,2014-06-24 10:56,26.2,2014-06-24 04:11,25.5,80,65,2014-06-24 11:26,3.4,200.0,8.9,210.0,2014-06-24 14:08,6.0,1.1,5.5,2014-06-24 02:48,5.5,2014-06-24 02:24,8.9,65.9,25.94,14.5,
2014-06-25,1005.7,1008.7,1007.2,2014-06-25 22:25,1004.4,2014-06-25 03:35,28.7,32.1,2014-06-25 11:31,26.4,2014-06-25 16:00,25.9,85,71,2014-06-25 12:00,2.7,170.0,9.9,220.0,2014-06-25 15:42,14.3,1.7,5.5,2014-06-25 15:50,7.5,2014-06-25 15:42,5.4,40.0,18.68,12.0,
2014-06-26,1005.6,1008.6,1007.1,2014-06-26 10:17,1004.2,2014-06-26 16:12,29.4,32.4,2014-06-26 13:34,27.2,2014-06-26 03:07,25.7,80,68,2014-06-26 16:27,2.5,200.0,7.5,220.0,2014-06-26 13:08,0.3,0.1,0.3,2014-06-26 10:12,0.3,2014-06-26 10:12,8.2,60.7,23.06,12.8,
2014-06-27,1004.1,1007.2,1006.0,2014-06-27 11:27,1002.3,2014-06-27 15:55,30.2,33.4,2014-06-27 14:06,27.5,2014-06-27 05:40,25.6,77,60,2014-06-27 14:11,2.5,300.0,8.5,240.0,2014-06-27 10:51,0.0,0.0,0.0,,0.0,,10.5,77.8,27.77,12.6,
2014-06-28,1002.5,1005.5,1005.4,2014-06-28 22:55,1000.7,2014-06-28 15:31,30.6,34.3,2014-06-28 11:54,27.1,2014-06-28 23:12,25.5,75,59,2014-06-28 11:53,2.1,340.0,9.7,320.0,2014-06-28 12:13,9.0,0.8,7.0,2014-06-28 22:25,9.0,2014-06-28 22:01,9.1,67.4,26.46,13.6,
2014-06-29,1004.5,1007.6,1007.2,2014-06-29 23:28,1003.3,2014-06-29 03:06,30.2,33.4,2014-06-29 13:01,27.6,2014-06-29 00:01,25.9,78,65,2014-06-29 13:55,3.3,200.0,10.6,210.0,2014-06-29 10:44,T,0.1,-9.8,2014-06-29 00:10,-9.8,2014-06-29 00:10,11.2,83.0,26.80,19.4,
